,train,val,test
166,B201527817B2,,
167,B201500020B2,,
168,B201527387B1,,
169,B201503065-A1,,
170,B201502886-B2,,
171,B201527513A1,,
172,2021-10-28_16_06_25,,
173,B201526789B1,,
174,B201528319B2,,
175,B201527970B1,,
176,B201529383B3,,
177,B201502958-B1,,
178,B201505474A1,,
179,B201526623A2,,
180,B201526386B,,
181,2021-10-28_15_29_54,,
182,B201500405B2,,
183,B201500405A1,,
184,B201527818B1,,
185,B201618618B1,,
186,2021-10-28_14_36_56,,
187,2021-12-07_16_10_10,,
188,B201619771E,,
189,B201618616A1,,
190,B201526676C,,
191,B201526789B2,,
192,B201527048B1,,
193,2021-12-07_14_36_30,,
194,B201428857D,,
195,B201527388B1,,
196,B201528319B1,,
197,2021-12-07_16_38_26,,
198,B201527049A3,,
199,B201526348C2,,
200,2021-10-28_15_03_40,,
201,B201428720A4,,
202,B201428845E2,,
203,B201619921B,,
204,2021-10-28_16_36_48,,
205,2021-04-27_15_04_23,,
206,B201505619A1,,
207,2021-12-07_16_29_23,,
208,B201504394-B1,,
209,B201500096A2,,
210,2021-12-07_14_33_16,,
211,B201527818A1,,
212,B201527049A4,,
213,B201504395-A1,,
214,B201527049A5,,
215,2021-10-28_14_22_30,,
216,2021-04-27_14_49_14,,
217,B201503066-B2,,
218,B201527970A2,,
219,B201619994A2,,
220,B201619629J,,
221,B201618573B2,,
222,B201619672B2,,
223,2021-10-28_14_54_40,,
224,2021-12-07_16_34_39,,
225,B201527040A3,,
226,B201527040A1,,
227,B201428857C1,,
228,B201526881A2,,
229,B201500096B2,,
230,2021-10-28_16_14_41,,
231,2021-10-28_15_19_47,,
232,B201527040D,,
233,B201619672A3,,
234,B201527144A,,
235,B201504784A4,,
236,B201529431A1,,
237,B201428857A1,,
238,B201500342B1,,
239,B201620152A1,,
240,2021-12-07_17_00_10,,
241,B201528091A5,,
242,B201527970B2,,
243,B201529522B1,,
244,B201500162B2,,
245,B201618891B1,,
246,B201528909B2,,
247,B201529121A2,,
248,B201618602A1,,
249,B201503065-B2,,
250,B201503066-B1,,
251,2021-12-07_16_50_25,,
252,2021-12-07_14_18_53,,
253,B201529250A1,,
254,B201504130-A1,,
255,B201504460-B1,,
256,B201526676A2,,
257,B201526881B2,,
258,B201618891B2,,
259,B201528297A1,,
260,B201529523A1,,
261,B201619477A3,,
262,B201500202A2,,
263,B201619260A3,,
264,B201528908B1,,
265,B201528297A2,,
266,B201527970A1,,
267,B201503066-A2,,
268,B201500068A3,,
269,B201529383A1,,
270,B201502958-A2,,
271,B201529431B2,,
272,2021-12-07_16_31_50,,
273,B201502886-A1,,
274,B201618765B2,,
275,B201618618A3,,
276,B201529250B1,,
277,2021-12-07_16_21_56,,
278,B201527051A2,,
279,B201527038A2,,
280,B201527048A1,,
281,B201500227A2,,
282,B201527387B2,,
283,2021-12-07_15_03_22,,
284,B201527038A1,,
285,2021-12-07_15_01_53,,
286,B201505004A3,,
287,B201502887-B1,,
288,B201500166A1,,
289,B201503065-J2,,
290,2021-12-07_15_55_27,,
291,B201505619A3,,
292,B201505474B1,,
293,2021-12-07_17_13_08,,
294,B201529431A4,,
295,B201428718A1,,
296,B201503066-A1,,
297,2021-10-28_16_22_06,,
298,B201504459-B3,,
299,B201504394-A1,,
300,B201528908A1,,
301,B201504664A2,,
302,B201428845B1,,
303,B201526858B1,,
304,B201428857C2,,
305,B201527817B1,,
306,B201527038C,,
307,B201527624B2,,
308,B201527832A3,,
309,B201526623B1,,
310,B201526623A1,,
311,B201618614B2,,
312,2021-10-28_15_15_03,,
313,B201618618A4,,
314,B201527040B2,,
315,B201619477A4,,
316,B201500291A2,,
317,B201529523A3,,
318,B201529431B1,,
319,B201529523C,,
320,B201526251A4,,
321,2021-12-07_14_39_25,,
322,B201500052A2,,
323,2021-12-07_14_15_49,,
324,B201505521B,,
325,B201428718B2,,
326,B201527388B2,,
327,B201527037C,,
328,B201428857A2,,
329,B201528319A2,,
330,B201619260B1,,
331,B201500202B2,,
332,B201528908B3,,
333,B201619771B,,
334,B201500231J,,
335,B201529522B2,,
336,B201527388A3,,
337,B201529522A3,,
338,B201618614A2,,
339,B201500202B1,,
340,2021-10-28_16_11_06,,
341,B201504058-B2,,
342,B201527624A2,,
343,2021-10-28_15_01_11,,
344,2021-10-28_15_48_46,,
345,2021-10-28_14_24_01,,
346,B201620152B2,,
347,B201504087-A4,,
348,B201620152A6,,
349,B201528207A2,,
350,B201505619A2,,
351,B201526787A2,,
352,B201618764B2,,
353,2021-12-07_14_17_19,,
354,B201527832A1,,
355,B201526858B2,,
356,B201526348B1,,
357,B201527040E,,
358,B201618616B,,
359,B201503065-B3,,
360,B201505522A2,,
361,B201529438B,,
362,2021-12-07_14_45_33,,
363,B201504698A1,,
364,2021-10-28_15_53_19,,
365,B201526881A1,,
366,2021-12-07_16_51_38,,
367,B201527690A2,,
368,B201529880A1,,
369,B201502824-A1,,
370,2021-10-28_16_18_57,,
371,B201527156A1,,
372,B201504967B2,,
373,B201527048A3,,
374,B201619589A1,,
375,B201620152A5,,
376,B201527049A1,,
377,B201526386A1,,
378,B201618616A4,,
379,B201505522A3,,
380,B201527049B2,,
381,2021-10-28_16_34_43,,
382,B201526594C,,
383,B201527832A4,,
384,B201529880C,,
385,B201528266A2,,
386,B201526623B2,,
387,B201618619B,,
388,B201504459-A3,,
389,B201504784A2,,
390,B201618618B2,,
391,B201504087-A2,,
392,B201500020HE,,
393,B201619771A1,,
394,B201527037A1,,
395,B201529522D,,
396,2021-10-28_15_21_12,,
397,2021-12-07_17_15_51,,
398,B201620152A3,,
399,B201527144A3,,
400,B201527832A2,,
401,B201619511A2,,
402,B201526348C1,,
403,B201619672A1,,
404,B201529880B,,
405,B201500342B2,,
406,2021-12-07_17_08_27,,
407,B201619231B2,,
408,2021-10-28_16_48_03,,
409,B201527707A2,,
410,B201504460-A1,,
411,B201527049B1,,
412,B201619994B1,,
413,B201527523A2,,
414,B201619921C,,
415,B201618764B3,,
416,B201529523D,,
417,B201618764A3,,
418,B201505521A1,,
419,B201504459-A4,,
420,B201527471A2,,
421,B201503065-A2,,
422,B201526858A3,,
423,B201504087-B6,,
424,B201618618A1,,
425,B201504698A3,,
426,B201527387A1,,
427,2021-12-07_15_06_12,,
428,B201504459-A2,,
429,B201504460-B2,,
430,B201527513B1,,
431,B201619511B1,,
432,B201619231A2,,
433,B201527523B,,
434,2021-12-07_17_02_55,,
435,B201500052HE,,
436,2021-10-28_16_32_48,,
437,B201619076A,,
438,B201528319A1,,
439,B201527037B2,,
440,B201526251B2,,
441,B201504460-A2,,
442,B201527956A3,,
443,B201528319A3,,
444,B201620005A1,,
445,B201504130-A2,,
446,B201618614A3,,
447,B201502824-A2,,
448,B201527956A1,,
449,B201529250B2,,
450,B201529438A1,,
451,2021-12-07_16_36_24,,
452,B201527144A2,,
453,2021-12-07_15_07_25,,
454,B201619921A3,,
455,B201504395-A2,,
456,2021-12-07_14_20_40,,
457,B201529250B4,,
458,2021-12-07_17_01_23,,
