,train,val,test
28,TCGA-BR-A44T-01Z-00-DX1.46AA24E7-F2C9-418B-90AA-D6DA2896F5DE,TCGA-FP-A4BE-01Z-00-DX1.813B0887-ED1F-48DD-A2E2-F14EB20D1F71,TCGA-FP-A4BE-01Z-00-DX1.813B0887-ED1F-48DD-A2E2-F14EB20D1F71
29,TCGA-BR-A44U-01Z-00-DX1.8C665560-8CAC-4ABF-B2B2-17A76B3A9F14,TCGA-JY-A6FG-01Z-00-DX1.955E1D71-77E6-41A1-9283-949290A82DB4,TCGA-JY-A6FG-01Z-00-DX1.955E1D71-77E6-41A1-9283-949290A82DB4
30,TCGA-BR-A452-01Z-00-DX1.049385EF-FF29-4124-800D-A3FF525A85A0,TCGA-VQ-A8DU-01Z-00-DX1.12DD8768-1315-472E-801D-F44A418BEA41,TCGA-VQ-A8DU-01Z-00-DX1.12DD8768-1315-472E-801D-F44A418BEA41
31,TCGA-BR-A453-01Z-00-DX1.23506C02-B7C6-426B-999F-6D9A75942281,TCGA-VQ-A8PC-01Z-00-DX1.03BD1821-DB4A-4FAB-AA6A-A8C91E6215F4,TCGA-VQ-A8PC-01Z-00-DX1.03BD1821-DB4A-4FAB-AA6A-A8C91E6215F4
32,TCGA-BR-A4CR-01Z-00-DX1.9DC43CFC-D1DC-4851-A1C1-CE8E3A24B8A4,TCGA-VQ-A8PS-01Z-00-DX1.E93B2855-6350-4037-8C41-E781D887C790,TCGA-VQ-A8PS-01Z-00-DX1.E93B2855-6350-4037-8C41-E781D887C790
33,TCGA-BR-A4IU-01Z-00-DX1.4F3CD2B4-A19E-42C5-9ABD-850D80D47E4C,TCGA-VQ-A91X-01Z-00-DX1.8D0815BF-2430-4471-881E-1E12357ACEA4,TCGA-VQ-A91X-01Z-00-DX1.8D0815BF-2430-4471-881E-1E12357ACEA4
34,TCGA-BR-A4IV-01Z-00-DX1.53BA2682-9B7A-4035-B811-4A3504158298,TCGA-VQ-A91Y-01Z-00-DX1.9401E1F3-4110-4F1E-99A0-36D4E1518650,TCGA-VQ-A91Y-01Z-00-DX1.9401E1F3-4110-4F1E-99A0-36D4E1518650
35,TCGA-BR-A4J1-01Z-00-DX1.B4F9F7D6-174B-42C9-AFFF-A088398F18EA,TCGA-VQ-A927-01Z-00-DX1.F4ACCDED-FBF5-4900-B000-638B3015EBFA,TCGA-VQ-A927-01Z-00-DX1.F4ACCDED-FBF5-4900-B000-638B3015EBFA
36,TCGA-BR-A4J2-01Z-00-DX1.37D92442-6B00-4171-81E3-73A7FC6BBEF4,TCGA-VQ-A94R-01Z-00-DX1.4F2367B3-6759-469C-90E5-0660102E86A6,TCGA-VQ-A94R-01Z-00-DX1.4F2367B3-6759-469C-90E5-0660102E86A6
37,TCGA-BR-A4J5-01Z-00-DX1.C7D0D294-0280-415A-A8BB-ACB3177E5A0D,TCGA-VQ-AA69-01Z-00-DX1.1EEF2AD7-6470-44B5-9E87-E77AE47262F0,TCGA-VQ-AA69-01Z-00-DX1.1EEF2AD7-6470-44B5-9E87-E77AE47262F0
38,TCGA-BR-A4J6-01Z-00-DX1.59317146-9CAF-4F48-B9F6-D026B3603652,TCGA-VQ-AA6J-01Z-00-DX1.212AF324-26E9-4807-A64B-6325D6E94507,TCGA-VQ-AA6J-01Z-00-DX1.212AF324-26E9-4807-A64B-6325D6E94507
39,TCGA-BR-A4J7-01Z-00-DX1.95C74F68-FA18-446D-934D-296D9215D500,TCGA-ZQ-A9CR-01Z-00-DX1.C9AC9991-7054-4068-A7AA-9D1EB7F040A3,TCGA-ZQ-A9CR-01Z-00-DX1.C9AC9991-7054-4068-A7AA-9D1EB7F040A3
40,TCGA-BR-A4J9-01Z-00-DX1.BF65A4F7-AB59-4488-A7C1-152C89BEA917,,
41,TCGA-BR-A4QI-01Z-00-DX1.68312256-CBC5-4350-B4AD-A5990948BCB8,,
42,TCGA-BR-A4QL-01Z-00-DX1.90F74AB9-6A84-487B-B992-BC66B71A4E1D,,
43,TCGA-CD-5798-01Z-00-DX1.e90ed362-86fc-4938-ac48-e98eef081342,,
44,TCGA-CD-5799-01Z-00-DX1.ce4c1cea-febc-4274-af53-e7853dcf8864,,
45,TCGA-CD-5803-01Z-00-DX1.8d786276-18f5-4017-ba30-79e46b2da513,,
46,TCGA-CD-5804-01Z-00-DX1.c5c22749-71dc-4812-84ba-2ef6f5a1463d,,
47,TCGA-CD-5813-01Z-00-DX1.a9b5e164-af59-4834-99d2-a3fb0d430def,,
48,TCGA-CD-8524-01Z-00-DX1.DECAC3E1-31F4-4D7E-9ABD-8E0CF27DB4B9,,
49,TCGA-CD-8526-01Z-00-DX1.499C498B-2D4E-4285-AD07-162788E87579,,
50,TCGA-CD-8528-01Z-00-DX1.DE29BA05-ABCB-44B4-8CD9-D10EB3D71FBB,,
51,TCGA-CD-8532-01Z-00-DX1.13868263-2259-4D74-8263-A79338BDE5A7,,
52,TCGA-CD-A489-01Z-00-DX1.AB03DA27-6A86-41C7-9305-E5400E6C47AC,,
53,TCGA-CD-A48A-01Z-00-DX1.C4416A6F-38A6-4743-990A-CE27923A2067,,
54,TCGA-CD-A48C-01Z-00-DX1.2AF2A65B-6F81-43F5-AC0F-06EAE3C567F3,,
55,TCGA-CD-A4MG-01Z-00-DX1.CFC4618E-DFE9-4AAA-AD42-E1CC97374020,,
56,TCGA-CD-A4MI-01Z-00-DX1.67267177-498C-4835-A95A-FF8C2A9DDB97,,
57,TCGA-CD-A4MJ-01Z-00-DX1.0F0094F7-0D4D-484E-B31D-FDCDE8BC1440,,
58,TCGA-D7-5577-01Z-00-DX1.e9ca39a5-7c5c-4e43-ac89-8652f44b08bb,,
59,TCGA-D7-5577-01Z-00-DX2.FFE2889A-1E01-4D57-9B81-671465A1FB21,,
60,TCGA-D7-5579-01Z-00-DX1.6b638a16-4bd1-4624-a57b-4088214e34a9,,
61,TCGA-D7-5579-01Z-00-DX2.092BDD5E-3D0B-442C-ADE1-E684BC658D2E,,
62,TCGA-D7-6518-01Z-00-DX1.227f4361-7393-4276-801a-a395617a15e4,,
63,TCGA-D7-6519-01Z-00-DX1.5f7dcb29-030f-4011-affe-47dab4b9da03,,
64,TCGA-D7-6520-01Z-00-DX2.60B9C76F-93F5-461E-84F5-C3A3734E5D3C,,
65,TCGA-D7-6521-01Z-00-DX2.3742698F-7643-4A73-8524-A46EEFFCD761,,
66,TCGA-D7-6522-01Z-00-DX1.037aabb6-3546-44d4-991f-d7c5461b83f6,,
67,TCGA-D7-6522-01Z-00-DX2.0CEA0837-BBD6-4C5F-87D6-DA93E1DEDDC3,,
68,TCGA-D7-6524-01Z-00-DX1.ec1248f6-7d22-49c5-8300-673d25819e1d,,
69,TCGA-D7-6524-01Z-00-DX2.6E8242FF-FAF3-4CAA-9CB2-CE0BC1D518C9,,
70,TCGA-D7-6525-01Z-00-DX1.4c140df7-e1b6-4e10-bf13-0006484d6a4f,,
71,TCGA-D7-6525-01Z-00-DX2.1784F199-7F06-45BB-892A-EFB9009275EB,,
72,TCGA-D7-6526-01Z-00-DX1.d954acfe-8efc-4ab7-965b-edc8c3afdfc6,,
73,TCGA-D7-6526-01Z-00-DX2.8846E328-5343-4A95-A77D-3827F443A989,,
74,TCGA-D7-6527-01Z-00-DX2.AC6B9D7B-E289-449C-934B-E15BD593CED4,,
75,TCGA-D7-6528-01Z-00-DX1.3c2ec0f4-9b8f-45c5-920d-5afe55890219,,
76,TCGA-D7-6528-01Z-00-DX2.8159A49E-A9A0-4AA8-83AA-96E49D1DB8C4,,
77,TCGA-D7-6822-01Z-00-DX2.4085F597-DD0C-4793-9586-CCC73382986B,,
78,TCGA-D7-8572-01Z-00-DX1.E7F9367F-14C4-4561-934D-AE7A778CD13C,,
79,TCGA-D7-8572-01Z-00-DX2.13383FD3-B864-4578-8832-56EA1916FA86,,
80,TCGA-D7-8573-01Z-00-DX1.8A579441-BC90-4CAB-8199-15580DA5ED87,,
81,TCGA-D7-8573-01Z-00-DX2.703306C5-7D46-4E3C-833F-22D1FEF7C6F6,,
82,TCGA-D7-8575-01Z-00-DX2.7505FB70-2931-459B-B23A-4D24B080E383,,
83,TCGA-D7-8576-01Z-00-DX1.102C35FC-8CA4-471A-86E9-5C5526178928,,
84,TCGA-D7-8576-01Z-00-DX2.2535E27E-C1AC-4008-B48F-083B6F53AF03,,
85,TCGA-D7-8578-01Z-00-DX1.902BBFC1-2456-4718-9A5E-2FD9AE47AF44,,
86,TCGA-D7-8578-01Z-00-DX2.D71657BE-72D0-4EEC-89D3-E83934A0F919,,
87,TCGA-D7-8579-01Z-00-DX1.BFA005CC-E2B4-4A36-9C84-5F51F0526856,,
88,TCGA-D7-8579-01Z-00-DX2.9D40DCA2-2711-426C-B5DD-3D897975F4BF,,
89,TCGA-D7-A4YT-01Z-00-DX1.645AF39D-1B70-4C46-AB80-7B532994EE66,,
90,TCGA-D7-A4YX-01Z-00-DX1.54DE426E-7EC0-4FF4-919F-045E38B3C34E,,
91,TCGA-D7-A4YY-01Z-00-DX1.D1623D77-0BBA-4CB6-97DC-382BE136A583,,
92,TCGA-D7-A4Z0-01Z-00-DX1.3D9BDA76-6884-4012-AB91-C374F32B58FB,,
93,TCGA-D7-A6EV-01Z-00-DX1.98BA866B-19A6-4ECF-B51E-F811F5EFA8CC,,
94,TCGA-D7-A74B-01Z-00-DX1.F7A13A7F-2812-43D9-A101-E1BFEA8B3454,,
95,TCGA-FP-7735-01Z-00-DX1.97aac46a-898e-4c43-8c93-1496f40c43ed,,
96,TCGA-FP-A4BF-01Z-00-DX1.D4E8128B-A783-45ED-BF0E-93650F9483EC,,
97,TCGA-HJ-7597-01Z-00-DX1.4218e9a0-3ef1-4073-8336-1fe81c0bce90,,
98,TCGA-IN-7806-01Z-00-DX1.2e7288fd-e149-4d4f-9d63-dd2e2f91d4f8,,
99,TCGA-IN-8663-01Z-00-DX1.39719DC6-1441-4E0F-BB5E-656CCDAC13D5,,
100,TCGA-JY-A938-01Z-00-DX1.FC986FA6-0279-469C-B31D-2BEFB4A6DED4,,
101,TCGA-KB-A6F5-01Z-00-DX1.7EBE81C7-178C-41EB-8DFA-27770A9DF630,,
102,TCGA-KB-A6F7-01Z-00-DX1.9F7267C3-B50D-4366-9050-DE8E0EB708EA,,
103,TCGA-KB-A93G-01Z-00-DX1.050F4602-DD6F-4E97-ACA8-3DE040485467,,
104,TCGA-RD-A7BS-01Z-00-DX1.F236D43D-0072-47C7-A4D5-6928932D4C9F,,
105,TCGA-RD-A7BT-01Z-00-DX1.1B0308B0-27EA-43A7-BE89-C5F7831AF243,,
106,TCGA-RD-A7BW-01Z-00-DX1.C8C51F10-BD65-44AC-BC95-4ED8D017D908,,
107,TCGA-RD-A8N0-01Z-00-DX1.4C91480F-E7D8-4E37-B528-F5E272F2F8CA,,
108,TCGA-RD-A8N6-01Z-00-DX1.E51FADB4-1A2E-415D-9C91-F81705311147,,
109,TCGA-RD-A8N9-01Z-00-DX1.70899C63-3C5D-4993-8215-F7452ADE134D,,
110,TCGA-SW-A7EB-01Z-00-DX1.E9DE72F8-706D-43E2-A67E-7EDD39A509EB,,
111,TCGA-VQ-A8DL-01Z-00-DX1.E720AE39-654E-4587-A294-2ED2BCE6F043,,
112,TCGA-VQ-A8DT-01Z-00-DX1.C87953F7-A303-410E-9554-2022A79AF6CC,,
113,TCGA-VQ-A8DZ-01Z-00-DX1.3C4CB10D-8C8B-4828-B7D4-7058BDF4D39F,,
114,TCGA-VQ-A8E0-01Z-00-DX1.81F45F4C-5D39-4C76-9888-064D53C9A80D,,
115,TCGA-VQ-A8E2-01Z-00-DX1.6B105EA8-4AF5-4CE0-B5B9-46332130B037,,
116,TCGA-VQ-A8E3-01Z-00-DX1.2CEA9979-EC34-48E2-A092-55757506490A,,
117,TCGA-VQ-A8E7-01Z-00-DX1.30F18F35-5E77-429B-9840-27E60F5129B8,,
118,TCGA-VQ-A8P2-01Z-00-DX1.0515199A-B84D-4973-ACAB-30B919F99FB8,,
119,TCGA-VQ-A8P3-01Z-00-DX1.1B018BDB-5C60-46D8-A014-CE8CA8ADA191,,
120,TCGA-VQ-A8P5-01Z-00-DX1.F3FDCB47-3426-400C-82A9-750012F95B3B,,
121,TCGA-VQ-A8P8-01Z-00-DX1.85D05076-70BE-46A6-B866-94846CD22670,,
122,TCGA-VQ-A8PB-01Z-00-DX1.FAB74FD6-C7AB-422F-ACA9-2DB0ACEC23E5,,
123,TCGA-VQ-A8PD-01Z-00-DX1.A9B601CB-83AA-4F0C-BB6D-DD88455FDEE9,,
124,TCGA-VQ-A8PE-01Z-00-DX1.94480121-9AB9-490F-8E7F-77260C6DE0D5,,
125,TCGA-VQ-A8PF-01Z-00-DX1.D0353D95-5F56-4D33-B3DA-08AF9574334D,,
126,TCGA-VQ-A8PJ-01Z-00-DX1.19F00379-C001-49D2-9B22-6AE0791C8488,,
127,TCGA-VQ-A8PK-01Z-00-DX1.A13BCC99-05AC-4FEC-8BA8-0EDC92EAE02B,,
128,TCGA-VQ-A8PM-01Z-00-DX1.49FE7D00-2547-4936-803D-F4421C5E5BB3,,
129,TCGA-VQ-A8PO-01Z-00-DX1.CAF2A0EE-75C7-4AB6-86AC-0397EE1B9FBE,,
130,TCGA-VQ-A8PP-01Z-00-DX1.46FE6CC6-A47C-47D3-B21B-A17CF1DDAC76,,
131,TCGA-VQ-A8PQ-01Z-00-DX1.D63AEF37-BAB9-4BFC-9F7E-33509A227B71,,
132,TCGA-VQ-A8PX-01Z-00-DX1.A1886D51-DC33-4B5A-9C71-56E281F13F52,,
133,TCGA-VQ-A8PY-01Z-00-DX1.EA2C7386-012A-442A-95B3-FFA12BD2684D,,
134,TCGA-VQ-A8PZ-01Z-00-DX1.EE25BECD-7611-48EC-B78C-27F5E5BDD5DF,,
135,TCGA-VQ-A91A-01Z-00-DX1.B0F3EE79-4246-4534-9763-EB9C6D60F3AA,,
136,TCGA-VQ-A91E-01Z-00-DX1.BF3BA276-5A18-4B45-881D-4523C42B5AD8,,
137,TCGA-VQ-A91K-01Z-00-DX1.42AFBDC4-809A-4245-8550-DE9B9A11F09F,,
138,TCGA-VQ-A91N-01Z-00-DX1.4F7CF3DD-8AAA-43DE-98C1-E44B2B5FB019,,
139,TCGA-VQ-A91Q-01Z-00-DX1.9928DA7E-B36D-4E5E-8F0F-BD41DA588DB9,,
140,TCGA-VQ-A91S-01Z-00-DX1.11BCF3BE-4C79-4F6F-92B5-2C45190DBD86,,
141,TCGA-VQ-A91U-01Z-00-DX1.84D19359-4AC3-4C7A-BC5B-7B63173ABB60,,
142,TCGA-VQ-A91Z-01Z-00-DX1.14F618B5-D177-4129-A7C1-99373536DE45,,
143,TCGA-VQ-A922-01Z-00-DX1.445608A5-D4F1-44AB-8642-3C944D753D87,,
144,TCGA-VQ-A923-01Z-00-DX1.86FE7ABA-9C93-4637-A71F-F3EBA2BB4BDF,,
145,TCGA-VQ-A924-01Z-00-DX1.736B41F3-9678-4FAF-AE86-FCAC4F6DCBD3,,
146,TCGA-VQ-A925-01Z-00-DX1.D9AB5ADD-B946-4994-A3F2-646888C69E0D,,
147,TCGA-VQ-A928-01Z-00-DX1.633B64F3-2F87-4C76-ABC4-4E03D04AF9EC,,
148,TCGA-VQ-A92D-01Z-00-DX1.13EF7944-C276-4A3B-B9B3-7DC65A82AD60,,
149,TCGA-VQ-A94O-01Z-00-DX1.83040E68-904F-4F7E-B4E1-34C860098228,,
150,TCGA-VQ-A94T-01Z-00-DX1.DEFEFBD0-CE26-4F75-B9C4-F55344A7CAA8,,
151,TCGA-VQ-A94U-01Z-00-DX1.5E27CE1E-CF07-4219-9536-D5F898E47A9B,,
152,TCGA-VQ-AA64-01Z-00-DX1.90641552-B556-4020-AA11-21E754BD5891,,
153,TCGA-VQ-AA68-01Z-00-DX1.CF6FBB15-5887-4406-946A-AF93918EC318,,
154,TCGA-VQ-AA6A-01Z-00-DX1.52D958F4-34B3-43F1-9DAC-960E69C958CA,,
155,TCGA-VQ-AA6B-01Z-00-DX1.C6CB7290-4A83-4963-8840-68BC208D1232,,
156,TCGA-VQ-AA6F-01Z-00-DX1.EA90F7CF-FE3F-4FED-A8E0-C83FEE96F4CA,,
157,TCGA-VQ-AA6G-01Z-00-DX1.3BDB7578-931A-47DB-933F-C7CA7CD50EDE,,
158,TCGA-ZA-A8F6-01Z-00-DX1.89510833-5BC8-4983-817E-0E9244824168,,
